Algorithm,k,n,N,avg_ratio,sd_ratio,min_ratio,max_ratio
CBIP,2,50,100,1.32,0.3519067828820348,1.0,2.0
CBIP,2,100,100,1.315,0.3382590603652649,1.0,2.0
CBIP,2,200,100,1.365,0.3682815677322353,1.0,2.0
CBIP,2,400,100,1.39,0.4118203001261106,1.0,2.0
CBIP,2,800,100,1.38,0.3834979883528817,1.0,2.0
CBIP,2,1600,100,1.365,0.3682815677322353,1.0,2.0
